# X mode_0 mode_1 mode_2 mode_3
-5.200400801603207057e+00 5.096439009834100031e-04 1.139724250794047584e-03 6.565859222829670827e-01 3.417647095652555644e-01
-5.140280561122244407e+00 5.004358746744413033e-04 1.101894421285698348e-03 6.572784581046874353e-01 3.411192115993523233e-01
-5.080160320641283533e+00 4.926281852161696045e-04 1.066803179910097953e-03 6.580045951096983314e-01 3.404359735251753505e-01
-5.020040080160320883e+00 4.858728567505815978e-04 1.033399607220452255e-03 6.587927274451350623e-01 3.396880000908937824e-01
-4.959919839679358233e+00 4.802605757056578823e-04 1.001805166998017121e-03 6.596681910258325177e-01 3.388497432314638846e-01
-4.899799599198397360e+00 4.757556715532773031e-04 9.720227865839453424e-04 6.605381026411090151e-01 3.380141189007537239e-01
-4.839679358717434710e+00 4.723842746930729305e-04 9.439441473974096537e-04 6.614272080167955536e-01 3.371564635611138949e-01
-4.779559118236473836e+00 4.700156376657420461e-04 9.173707098447497462e-04 6.622708524805505093e-01 3.363417611719390354e-01
-4.719438877755511186e+00 4.688101069515690804e-04 8.925497827181361503e-04 6.632773811554192323e-01 3.353612589549109790e-01
-4.659318637274550312e+00 4.685799559323866885e-04 8.689535197783412445e-04 6.642312296894795631e-01 3.344312368348096309e-01
-4.599198396793587662e+00 4.694854276520463794e-04 8.469006218221883982e-04 6.651335020705922974e-01 3.335501118799335529e-01
-4.539078156312625012e+00 4.715565282725629379e-04 8.258872851115037174e-04 6.661613417619077770e-01 3.325412144247082979e-01
-4.478957915831664138e+00 4.746606110046814328e-04 8.064389220025229739e-04 6.672066321293205204e-01 3.315122683376723334e-01
-4.418837675350701488e+00 4.789927211229010550e-04 7.879569591277754952e-04 6.681498403296499689e-01 3.305832099900993803e-01
-4.358717434869740615e+00 4.845799122946395279e-04 7.706355196276819036e-04 6.692323206414151349e-01 3.295124639266624467e-01
-4.298597194388777964e+00 4.912798706152499877e-04 7.547095533774367563e-04 6.702439291488302420e-01 3.285100814271770808e-01
-4.238476953907815314e+00 4.993520272169823561e-04 7.395970869340088606e-04 6.713090255682285790e-01 3.274520253176204099e-01
-4.178356713426854441e+00 5.087457580359918416e-04 7.255341109542241167e-04 6.723023912991599182e-01 3.264633288318498638e-01
-4.118236472945891791e+00 5.195569477683575129e-04 7.123921602177386587e-04 6.732870350910160617e-01 3.254810158009979193e-01
-4.058116232464930917e+00 5.318352916386896853e-04 7.001357523899749257e-04 6.741961768940992750e-01 3.245718520618720571e-01
-3.997995991983968267e+00 5.459686464298393188e-04 6.889152584566192927e-04 6.751822771479846219e-01 3.235828389471289146e-01
-3.937875751503005617e+00 5.618826471551515008e-04 6.786698175311239780e-04 6.760184169401370902e-01 3.227410305951766700e-01
-3.877755511022044743e+00 5.794626122978446857e-04 6.690250456717726371e-04 6.770025281301377262e-01 3.217489842118926857e-01
-3.817635270541082093e+00 5.991086773972424629e-04 6.603016706830136485e-04 6.778464382512557895e-01 3.208941514006640738e-01
-3.757515030060121219e+00 6.209190794313741799e-04 6.522760260300350344e-04 6.786387261835763463e-01 3.200880787109622871e-01
-3.697394789579158569e+00 6.451104832824748657e-04 6.452209714466358671e-04 6.794939750045079219e-01 3.192156935407630680e-01
-3.637274549098197696e+00 6.719682845630721088e-04 6.387404792536034367e-04 6.801804121478902676e-01 3.185088790882930621e-01
-3.577154308617235046e+00 7.016400166936321648e-04 6.332167477318193091e-04 6.808849884713888967e-01 3.177801547641855850e-01
-3.517034068136272396e+00 7.343275125969351723e-04 6.283095562254496693e-04 6.814753583890462707e-01 3.171620045421311707e-01
-3.456913827655311522e+00 7.703794117997286124e-04 6.239554105697662665e-04 6.821307549009651972e-01 3.164749102766652999e-01
-3.396793587174348872e+00 8.104684107855168827e-04 6.203912088164182347e-04 6.825694055669258020e-01 3.159997348134722661e-01
-3.336673346693387998e+00 8.541168904323454035e-04 6.173696222960517021e-04 6.830227301531430761e-01 3.155057833341284868e-01
-3.276553106212425348e+00 9.026858723899216629e-04 6.152203501721793203e-04 6.834122195278823364e-01 3.150698742495557370e-01
-3.216432865731462698e+00 9.559176730847908409e-04 6.135283708093061238e-04 6.837280404382564125e-01 3.147025135178494470e-01
-3.156312625250501824e+00 1.014500085970890557e-03 6.124935245289175661e-04 6.840560256451945209e-01 3.143169807443055297e-01
-3.096192384769539174e+00 1.079603998232245071e-03 6.121790484015297677e-04 6.842096697020241258e-01 3.140985472513421750e-01
-3.036072144288578301e+00 1.151235915020926669e-03 6.126350804754725774e-04 6.842415926319727060e-01 3.139945363725309413e-01
-2.975951903807615651e+00 1.230135464938468840e-03 6.134952098500559862e-04 6.842887490006950291e-01 3.138676203245165386e-01
-2.915831663326653000e+00 1.317281664628095839e-03 6.150039579571807370e-04 6.841195638354455877e-01 3.139481505419690621e-01
-2.855711422845692127e+00 1.413795512459770174e-03 6.170754106164738975e-04 6.839949242553212683e-01 3.139742048216024317e-01
-2.795591182364729477e+00 1.520329342726722821e-03 6.197627919606605099e-04 6.837782429509207116e-01 3.140816649143919892e-01
-2.735470941883768603e+00 1.638455610206773381e-03 6.234097811324598292e-04 6.833171700874088872e-01 3.144209645212519000e-01
-2.675350701402805953e+00 1.769308380033204160e-03 6.274078649614516032e-04 6.828688578987657243e-01 3.147344258562397301e-01
-2.615230460921843303e+00 1.914083537809231194e-03 6.320614860028733132e-04 6.822397331683439647e-01 3.152141218078439722e-01
-2.555110220440882429e+00 2.074536472383476174e-03 6.372823195336610068e-04 6.816045706447121377e-01 3.156836105633707978e-01
-2.494989979959919779e+00 2.252995736616299465e-03 6.433136893898605850e-04 6.807994973529551963e-01 3.163041932210386431e-01
-2.434869739478958905e+00 2.450507813918404668e-03 6.498583301109307894e-04 6.799060478447725986e-01 3.169935860111981474e-01
-2.374749498997996255e+00 2.670534465274031558e-03 6.569833313988425938e-04 6.789115379756550661e-01 3.177609442276720375e-01
-2.314629258517035382e+00 2.915468088795333985e-03 6.650684794830445190e-04 6.777309467004594135e-01 3.186885167312621947e-01
-2.254509018036072732e+00 3.186703236680763895e-03 6.736298812098934913e-04 6.765092119898348244e-01 3.196304548922744848e-01
-2.194388777555110082e+00 3.488494217586339107e-03 6.826527989550704601e-04 6.750809445429599709e-01 3.207479084404986081e-01
-2.134268537074149208e+00 3.825466253074090352e-03 6.925659911450432298e-04 6.735521424861181661e-01 3.219298252696627394e-01
-2.074148296593186558e+00 4.199298594010457755e-03 7.030907672873503746e-04 6.719330503321324644e-01 3.231645603065697592e-01
-2.014028056112225684e+00 4.617129073873490856e-03 7.142827382720743365e-04 6.701466889793281645e-01 3.245218992085261989e-01
-1.953907815631263034e+00 5.081986189548936585e-03 7.262403420090335739e-04 6.682458316757935446e-01 3.259459417926485192e-01
-1.893787575150300384e+00 5.600502814565575839e-03 7.388315057771039154e-04 6.661101152058858110e-01 3.275505504737715179e-01
-1.833667334669339510e+00 6.178161156251408236e-03 7.519892443938541119e-04 6.639861233244841454e-01 3.290837262748705361e-01
-1.773547094188376860e+00 6.820684205435241336e-03 7.658928884845059163e-04 6.616142994318643389e-01 3.307991234742158615e-01
-1.713426853707415987e+00 7.537019204228210568e-03 7.804822048436814994e-04 6.591168288069010339e-01 3.325656697840270737e-01
-1.653306613226453337e+00 8.337594421306111780e-03 7.957364872518743861e-04 6.564057413559842846e-01 3.344609277354577692e-01
-1.593186372745490686e+00 9.227019173511973385e-03 8.118559538052299998e-04 6.536118662652850020e-01 3.363492586073978385e-01
-1.533066132264529813e+00 1.021621628629200418e-02 8.285602946788894665e-04 6.505789583478607252e-01 3.383762650711683029e-01
-1.472945891783567163e+00 1.131960790155410630e-02 8.459167426959769264e-04 6.474017627158716870e-01 3.404327126398782322e-01
-1.412825651302606289e+00 1.254730116477812026e-02 8.637711285687289537e-04 6.440537829965212735e-01 3.425351447101317448e-01
-1.352705410821643639e+00 1.390889118086208534e-02 8.823062559700294797e-04 6.405657257467399779e-01 3.446430768164279179e-01
